group,name,nrows,ncols,nnz,is_real,is_binary,is_nd,posdef,pattern_symmetry,numerical_symmetry,kind,nentries,estimated_mb,url
Schenk_IBMNA,c-54,31793,31793,385987,1,0,0,0,1.0,1.0,optimization problem,391693,11.955,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-54.tar.gz
DIMACS10,delaunay_n16,65536,65536,393150,1,1,0,0,1.0,1.0,undirected graph,393150,12.000,https://sparse.tamu.edu/MM/DIMACS10/delaunay_n16.tar.gz
Nemeth,nemeth02,9506,9506,394808,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,394808,12.051,https://sparse.tamu.edu/MM/Nemeth/nemeth02.tar.gz
Nemeth,nemeth03,9506,9506,394808,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,394808,12.051,https://sparse.tamu.edu/MM/Nemeth/nemeth03.tar.gz
Nemeth,nemeth04,9506,9506,394808,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,394808,12.051,https://sparse.tamu.edu/MM/Nemeth/nemeth04.tar.gz
Nemeth,nemeth05,9506,9506,394808,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,394808,12.051,https://sparse.tamu.edu/MM/Nemeth/nemeth05.tar.gz
Nemeth,nemeth06,9506,9506,394808,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,394808,12.051,https://sparse.tamu.edu/MM/Nemeth/nemeth06.tar.gz
Nemeth,nemeth07,9506,9506,394812,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,394812,12.051,https://sparse.tamu.edu/MM/Nemeth/nemeth07.tar.gz
Nemeth,nemeth08,9506,9506,394816,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,394816,12.051,https://sparse.tamu.edu/MM/Nemeth/nemeth08.tar.gz
Nemeth,nemeth09,9506,9506,395506,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,395506,12.072,https://sparse.tamu.edu/MM/Nemeth/nemeth09.tar.gz
SNAP,ca-AstroPh,18772,18772,396160,1,1,0,0,1.0,1.0,undirected graph,396160,12.092,https://sparse.tamu.edu/MM/SNAP/ca-AstroPh.tar.gz
Andrianov,net25,9520,9520,401200,1,1,0,0,1.0,1.0,optimization problem,401200,12.246,https://sparse.tamu.edu/MM/Andrianov/net25.tar.gz
Nemeth,nemeth10,9506,9506,401448,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,401448,12.253,https://sparse.tamu.edu/MM/Nemeth/nemeth10.tar.gz
Schenk_IBMNA,c-57,37833,37833,403373,1,0,0,0,1.0,1.0,optimization problem,405197,12.368,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-57.tar.gz
GHS_indef,c-55,32780,32780,403450,1,0,0,0,1.0,1.0,optimization problem,403450,12.314,https://sparse.tamu.edu/MM/GHS_indef/c-55.tar.gz
Nemeth,nemeth11,9506,9506,408264,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,408264,12.461,https://sparse.tamu.edu/MM/Nemeth/nemeth11.tar.gz
DIMACS10,sd2010,88360,88360,410722,1,0,0,0,1.0,1.0,undirected weighted graph,410722,12.536,https://sparse.tamu.edu/MM/DIMACS10/sd2010.tar.gz
CPM,cz40948,40948,40948,412148,1,0,1,0,0.4349030172413793,0.2372683189655172,2D/3D problem,412148,12.580,https://sparse.tamu.edu/MM/CPM/cz40948.tar.gz
Hollinger,g7jac120,35550,35550,412306,1,0,0,0,0.0342243022108217,0.0,economic problem,475296,14.507,https://sparse.tamu.edu/MM/Hollinger/g7jac120.tar.gz
Hollinger,g7jac120sc,35550,35550,412306,1,0,0,0,0.0342243022108217,0.0,economic problem,475296,14.507,https://sparse.tamu.edu/MM/Hollinger/g7jac120sc.tar.gz
DIMACS10,nv2010,84538,84538,416998,1,0,0,0,1.0,1.0,undirected weighted graph,416998,12.728,https://sparse.tamu.edu/MM/DIMACS10/nv2010.tar.gz
Pothen,onera_dual,85567,85567,419201,1,1,1,0,1.0,1.0,structural problem,419201,12.795,https://sparse.tamu.edu/MM/Pothen/onera_dual.tar.gz
SNAP,email-EuAll,265214,265214,420045,1,1,0,0,0.2600511748250413,0.2600511748250413,directed graph,420045,12.821,https://sparse.tamu.edu/MM/SNAP/email-EuAll.tar.gz
SNAP,cit-HepPh,34546,34546,421578,1,1,0,0,0.003117186276789061,0.003117186276789061,directed graph,421578,12.867,https://sparse.tamu.edu/MM/SNAP/cit-HepPh.tar.gz
Bindel,ted_A,10605,10605,424587,1,0,1,0,0.5657922767749357,0.1057079149564699,thermal problem,424587,12.959,https://sparse.tamu.edu/MM/Bindel/ted_A.tar.gz
Bindel,ted_A_unscaled,10605,10605,424587,1,0,1,0,0.5657922767749357,0.1057079149564699,thermal problem,424587,12.959,https://sparse.tamu.edu/MM/Bindel/ted_A_unscaled.tar.gz
GHS_indef,ncvxqp5,62500,62500,424966,1,0,0,0,1.0,1.0,optimization problem,424966,12.971,https://sparse.tamu.edu/MM/GHS_indef/ncvxqp5.tar.gz
IPSO,OPF_10000,43887,43887,426898,1,0,0,0,1.0,1.0,power network problem,467711,14.275,https://sparse.tamu.edu/MM/IPSO/OPF_10000.tar.gz
DIMACS10,wy2010,86204,86204,427586,1,0,0,0,1.0,1.0,undirected weighted graph,427586,13.051,https://sparse.tamu.edu/MM/DIMACS10/wy2010.tar.gz
SNAP,loc-Brightkite,58228,58228,428156,1,1,0,0,1.0,1.0,undirected graph,428156,13.068,https://sparse.tamu.edu/MM/SNAP/loc-Brightkite.tar.gz
GHS_indef,helm3d01,32226,32226,428444,1,0,1,0,1.0,1.0,2D/3D problem,428444,13.077,https://sparse.tamu.edu/MM/GHS_indef/helm3d01.tar.gz
HB,bcsstk17,10974,10974,428650,1,0,1,1,1.0,1.0,structural problem,428650,13.083,https://sparse.tamu.edu/MM/HB/bcsstk17.tar.gz
Botonakis,FEM_3D_thermal1,17880,17880,430740,1,0,1,0,1.0,0.950733904955675,thermal problem,430740,13.147,https://sparse.tamu.edu/MM/Botonakis/FEM_3D_thermal1.tar.gz
Fluorem,GT01R,7980,7980,430909,1,0,1,0,0.8811455350661695,9.457852263618717e-06,computational fluid dynamics problem,430909,13.152,https://sparse.tamu.edu/MM/Fluorem/GT01R.tar.gz
GHS_indef,c-63,44234,44234,434704,1,0,0,0,1.0,1.0,optimization problem,434704,13.268,https://sparse.tamu.edu/MM/GHS_indef/c-63.tar.gz
GHS_indef,cont-201,80595,80595,438795,1,0,0,0,1.0,1.0,optimization problem,438795,13.393,https://sparse.tamu.edu/MM/GHS_indef/cont-201.tar.gz
Guettel,TEM27623,27623,27623,439469,1,0,1,0,1.0,1.0,electromagnetics problem,439469,13.413,https://sparse.tamu.edu/MM/Guettel/TEM27623.tar.gz
Rajat,rajat15,37261,37261,443573,1,0,0,0,1.0,0.943060217954145,circuit simulation problem,443573,13.539,https://sparse.tamu.edu/MM/Rajat/rajat15.tar.gz
Schenk_IBMNA,c-66b,49989,49989,444851,1,0,0,0,1.0,1.0,subsequent optimization problem,499007,15.230,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-66b.tar.gz
Schenk_IBMNA,c-66,49989,49989,444853,1,0,0,0,1.0,1.0,optimization problem sequence,499007,15.230,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-66.tar.gz
Nemeth,nemeth12,9506,9506,446818,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,446818,13.638,https://sparse.tamu.edu/MM/Nemeth/nemeth12.tar.gz
FIDAP,ex40,7740,7740,456188,1,0,1,0,1.0,0.7709917560940942,computational fluid dynamics problem,458012,13.979,https://sparse.tamu.edu/MM/FIDAP/ex40.tar.gz
Pothen,tandem_dual,94069,94069,460493,1,1,1,0,1.0,1.0,structural problem,460493,14.055,https://sparse.tamu.edu/MM/Pothen/tandem_dual.tar.gz
Bai,af23560,23560,23560,460598,1,0,1,0,0.9973084203031934,0.0,computational fluid dynamics problem,484256,14.780,https://sparse.tamu.edu/MM/Bai/af23560.tar.gz
Averous,epb3,84617,84617,463625,1,0,1,0,0.6674107142857143,0.03155606214116852,thermal problem,463625,14.151,https://sparse.tamu.edu/MM/Averous/epb3.tar.gz
GHS_psdef,wathen100,30401,30401,471601,1,0,1,1,1.0,1.0,random 2D/3D problem,471601,14.394,https://sparse.tamu.edu/MM/GHS_psdef/wathen100.tar.gz
Nemeth,nemeth13,9506,9506,474472,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,474472,14.482,https://sparse.tamu.edu/MM/Nemeth/nemeth13.tar.gz
Rajat,rajat16,94294,94294,476766,1,0,0,0,0.9900237892855388,0.6363336955309653,circuit simulation problem,641159,19.569,https://sparse.tamu.edu/MM/Rajat/rajat16.tar.gz
Rajat,rajat18,94294,94294,479151,1,0,0,0,0.626033640830624,0.2849580148146621,circuit simulation problem,485143,14.807,https://sparse.tamu.edu/MM/Rajat/rajat18.tar.gz
Rajat,rajat17,94294,94294,479246,1,0,0,0,0.9900237892855388,0.2705152684049277,circuit simulation problem,641159,19.569,https://sparse.tamu.edu/MM/Rajat/rajat17.tar.gz
GHS_indef,c-59,41282,41282,480536,1,0,0,0,1.0,1.0,optimization problem,480536,14.667,https://sparse.tamu.edu/MM/GHS_indef/c-59.tar.gz
DIMACS10,vsp_c-60_data_cti_cs4,85830,85830,482160,1,1,0,0,1.0,1.0,random unweighted graph,482160,14.716,https://sparse.tamu.edu/MM/DIMACS10/vsp_c-60_data_cti_cs4.tar.gz
Schenk_IBMSDS,2D_54019_highK,54019,54019,486129,1,0,1,0,0.998088911762053,0.189734095484946,semiconductor device problem,996414,30.410,https://sparse.tamu.edu/MM/Schenk_IBMSDS/2D_54019_highK.tar.gz
Hollinger,g7jac140,41490,41490,488633,1,0,0,0,0.03350074170680273,0.0,economic problem,565956,17.274,https://sparse.tamu.edu/MM/Hollinger/g7jac140.tar.gz
Hollinger,g7jac140sc,41490,41490,488633,1,0,0,0,0.03350074170680273,0.0,economic problem,565956,17.274,https://sparse.tamu.edu/MM/Hollinger/g7jac140sc.tar.gz
Norris,lung2,109460,109460,492564,1,0,1,0,0.5714270798529903,0.0,computational fluid dynamics problem,492564,15.034,https://sparse.tamu.edu/MM/Norris/lung2.tar.gz
Nemeth,nemeth14,9506,9506,496144,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,496144,15.143,https://sparse.tamu.edu/MM/Nemeth/nemeth14.tar.gz
Andrianov,fxm4_6,18892,18892,497844,1,1,0,0,1.0,1.0,optimization problem,497844,15.195,https://sparse.tamu.edu/MM/Andrianov/fxm4_6.tar.gz
VanVelzen,std1_Jac2_db,21982,21982,498771,1,0,0,0,0.3261820218167785,8.389455293641422e-06,chemical process simulation problem,498771,15.223,https://sparse.tamu.edu/MM/VanVelzen/std1_Jac2_db.tar.gz
FlowIPM22,uni_chimera_i3,100000,100000,499696,1,0,0,0,1.0,1.0,undirected weighted graph,499696,15.251,https://sparse.tamu.edu/MM/FlowIPM22/uni_chimera_i3.tar.gz
GHS_indef,ncvxqp3,75000,75000,499964,1,0,0,0,1.0,1.0,optimization problem,499964,15.260,https://sparse.tamu.edu/MM/GHS_indef/ncvxqp3.tar.gz
FlowIPM22,uni_chimera_i5,100000,100000,499982,1,0,0,1,1.0,1.0,undirected weighted graph,499982,15.260,https://sparse.tamu.edu/MM/FlowIPM22/uni_chimera_i5.tar.gz
SNAP,soc-Epinions1,75888,75888,508837,1,1,0,0,0.405226035056413,0.405226035056413,directed graph,508837,15.530,https://sparse.tamu.edu/MM/SNAP/soc-Epinions1.tar.gz
Oberwolfach,t3dl,20360,20360,509866,1,0,1,0,1.0,1.0,model reduction problem,509866,15.562,https://sparse.tamu.edu/MM/Oberwolfach/t3dl.tar.gz
Oberwolfach,t3dl_a,20360,20360,509866,1,0,1,0,1.0,1.0,duplicate model reduction problem,509866,15.562,https://sparse.tamu.edu/MM/Oberwolfach/t3dl_a.tar.gz
GHS_psdef,gridgena,48962,48962,512084,1,0,0,1,1.0,1.0,optimization problem,512084,15.630,https://sparse.tamu.edu/MM/GHS_psdef/gridgena.tar.gz
Hamm,hcircuit,105676,105676,513072,1,0,0,0,0.9999410961997232,0.1951139297670355,circuit simulation problem,513072,15.660,https://sparse.tamu.edu/MM/Hamm/hcircuit.tar.gz
SNAP,soc-sign-Slashdot081106,77357,77357,516575,1,0,0,0,0.1859207278710739,0.1786110438948846,directed weighted graph,516575,15.767,https://sparse.tamu.edu/MM/SNAP/soc-sign-Slashdot081106.tar.gz
Schenk_IBMNA,c-67,57975,57975,530229,1,0,0,0,1.0,1.0,optimization problem sequence,531935,16.235,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-67.tar.gz
Schenk_IBMNA,c-67b,57975,57975,530583,1,0,0,0,1.0,1.0,subsequent optimization problem,531935,16.235,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-67b.tar.gz
VanVelzen,std1_Jac3_db,21982,21982,531826,1,0,0,0,0.3593020610225873,7.84553706623987e-06,chemical process simulation problem,531826,16.232,https://sparse.tamu.edu/MM/VanVelzen/std1_Jac3_db.tar.gz
Schenk_IBMSDS,3D_51448_3D,51448,51448,537038,1,0,1,0,0.9920908271502504,0.1870343293725159,semiconductor device problem,1056610,32.247,https://sparse.tamu.edu/MM/Schenk_IBMSDS/3D_51448_3D.tar.gz
Schenk_IBMSDS,ibm_matrix_2,51448,51448,537038,1,0,1,0,0.9920908271502504,0.185666920653226,semiconductor device problem,1056610,32.247,https://sparse.tamu.edu/MM/Schenk_IBMSDS/ibm_matrix_2.tar.gz
Nemeth,nemeth15,9506,9506,539802,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,539802,16.475,https://sparse.tamu.edu/MM/Nemeth/nemeth15.tar.gz
GHS_psdef,apache1,80800,80800,542184,1,0,1,1,1.0,1.0,structural problem,542184,16.548,https://sparse.tamu.edu/MM/GHS_psdef/apache1.tar.gz
GHS_psdef,ford2,100196,100196,544688,1,1,1,0,1.0,1.0,structural problem,544688,16.625,https://sparse.tamu.edu/MM/GHS_psdef/ford2.tar.gz
SNAP,soc-sign-Slashdot090216,81871,81871,545671,1,0,0,0,0.175926519826049,0.168574104176326,directed weighted graph,545671,16.655,https://sparse.tamu.edu/MM/SNAP/soc-sign-Slashdot090216.tar.gz
SNAP,soc-sign-Slashdot090221,82144,82144,549202,1,0,0,0,0.1774246998372184,0.1703271291801559,directed weighted graph,549202,16.762,https://sparse.tamu.edu/MM/SNAP/soc-sign-Slashdot090221.tar.gz
Hohn,sinc15,11532,11532,551184,1,0,1,0,0.01378652867239141,0.0,materials problem,568526,17.352,https://sparse.tamu.edu/MM/Hohn/sinc15.tar.gz
GHS_indef,c-58,37595,37595,552551,1,0,0,0,1.0,1.0,optimization problem,552557,16.865,https://sparse.tamu.edu/MM/GHS_indef/c-58.tar.gz
Shen,e40r0100,17281,17281,553562,1,0,1,0,0.3079877899832364,0.001965387548691824,2D/3D problem,553562,16.895,https://sparse.tamu.edu/MM/Shen/e40r0100.tar.gz
Oberwolfach,rail_79841,79841,79841,553921,1,0,1,0,1.0,1.0,model reduction problem,553921,16.906,https://sparse.tamu.edu/MM/Oberwolfach/rail_79841.tar.gz
JGD_Trefethen,Trefethen_20000b,19999,19999,554435,1,0,0,1,1.0,1.0,combinatorial problem,554435,16.922,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_20000b.tar.gz
JGD_Trefethen,Trefethen_20000,20000,20000,554466,1,0,0,1,1.0,1.0,combinatorial problem,554466,16.923,https://sparse.tamu.edu/MM/JGD_Trefethen/Trefethen_20000.tar.gz
Rajat,rajat23,110355,110355,555441,1,0,0,0,0.9891581094231137,0.3324988529606978,circuit simulation problem,556938,16.998,https://sparse.tamu.edu/MM/Rajat/rajat23.tar.gz
GHS_indef,stokes128,49666,49666,558594,1,0,1,0,1.0,1.0,computational fluid dynamics problem,558594,17.049,https://sparse.tamu.edu/MM/GHS_indef/stokes128.tar.gz
GHS_indef,c-62ghs,41731,41731,559339,1,0,0,0,1.0,1.0,subsequent optimization problem,559343,17.072,https://sparse.tamu.edu/MM/GHS_indef/c-62ghs.tar.gz
Schenk_IBMNA,c-62,41731,41731,559341,1,0,0,0,1.0,1.0,optimization problem sequence,559343,17.072,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-62.tar.gz
vanHeukelum,cage11,39082,39082,559722,1,0,0,0,1.0,0.1821988322065151,directed weighted graph,559722,17.083,https://sparse.tamu.edu/MM/vanHeukelum/cage11.tar.gz
GHS_indef,k1_san,67759,67759,559774,1,0,1,0,1.0,1.0,2D/3D problem,559774,17.085,https://sparse.tamu.edu/MM/GHS_indef/k1_san.tar.gz
Pajek,patents_main,240547,240547,560943,1,0,0,0,0.0,0.0,directed weighted graph,560943,17.121,https://sparse.tamu.edu/MM/Pajek/patents_main.tar.gz
Goodwin,Goodwin_040,17922,17922,561677,1,0,1,0,0.9746314856878265,0.06442027585251406,computational fluid dynamics,561677,17.143,https://sparse.tamu.edu/MM/Goodwin/Goodwin_040.tar.gz
Hollinger,g7jac160,47430,47430,564952,1,0,0,0,0.03297843351620031,0.0,economic problem,656616,20.040,https://sparse.tamu.edu/MM/Hollinger/g7jac160.tar.gz
Hollinger,g7jac160sc,47430,47430,564952,1,0,0,0,0.03297843351620031,0.0,economic problem,656616,20.040,https://sparse.tamu.edu/MM/Hollinger/g7jac160sc.tar.gz
GHS_psdef,wathen120,36441,36441,565761,1,0,1,1,1.0,1.0,random 2D/3D problem,565761,17.268,https://sparse.tamu.edu/MM/GHS_psdef/wathen120.tar.gz
GHS_indef,c-68,64810,64810,565996,1,0,0,0,1.0,1.0,optimization problem,566006,17.275,https://sparse.tamu.edu/MM/GHS_indef/c-68.tar.gz
DIMACS10,ut2010,115406,115406,572066,1,0,0,0,1.0,1.0,undirected weighted graph,572066,17.460,https://sparse.tamu.edu/MM/DIMACS10/ut2010.tar.gz
Schmid,thermal1,82654,82654,574458,1,0,1,1,1.0,1.0,thermal problem,574458,17.533,https://sparse.tamu.edu/MM/Schmid/thermal1.tar.gz
GHS_indef,ncvxqp7,87500,87500,574962,1,0,0,0,1.0,1.0,optimization problem,574962,17.548,https://sparse.tamu.edu/MM/GHS_indef/ncvxqp7.tar.gz
Sandia,ASIC_100ks,99190,99190,578890,1,0,0,0,1.0,0.0007546383156139254,circuit simulation problem,578890,17.668,https://sparse.tamu.edu/MM/Sandia/ASIC_100ks.tar.gz
Boeing,crystm03,24696,24696,583770,1,0,1,1,1.0,1.0,materials problem,583770,17.817,https://sparse.tamu.edu/MM/Boeing/crystm03.tar.gz
Nemeth,nemeth16,9506,9506,587012,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,587012,17.916,https://sparse.tamu.edu/MM/Nemeth/nemeth16.tar.gz
HB,bcsstk33,8738,8738,591904,1,1,1,0,1.0,1.0,structural problem,591904,18.065,https://sparse.tamu.edu/MM/HB/bcsstk33.tar.gz
LeGresley,LeGresley_87936,87936,87936,593276,1,0,0,0,0.9792020608292309,0.03427471928313486,power network problem,593276,18.107,https://sparse.tamu.edu/MM/LeGresley/LeGresley_87936.tar.gz
SNAP,sx-askubuntu,159316,159316,596933,1,0,0,0,0.3265757288095759,0.1849102403322678,directed temporal multigraph,596933,18.219,https://sparse.tamu.edu/MM/SNAP/sx-askubuntu.tar.gz
Mulvey,finan512,74752,74752,596992,1,0,0,1,1.0,1.0,economic problem,596992,18.221,https://sparse.tamu.edu/MM/Mulvey/finan512.tar.gz
Mulvey,pfinan512,74752,74752,596992,1,1,0,0,1.0,1.0,duplicate economic problem,596992,18.221,https://sparse.tamu.edu/MM/Mulvey/pfinan512.tar.gz
DIMACS10,vsp_bump2_e18_aa01_model1_crew1,56438,56438,601602,1,1,0,0,1.0,1.0,random unweighted graph,601602,18.361,https://sparse.tamu.edu/MM/DIMACS10/vsp_bump2_e18_aa01_model1_crew1.tar.gz
Rajat,rajat20,86916,86916,604299,1,0,0,0,0.9906228863063395,0.1122042623922186,circuit simulation problem,605045,18.466,https://sparse.tamu.edu/MM/Rajat/rajat20.tar.gz
Rajat,rajat25,87190,87190,606489,1,0,0,0,0.9906572831072957,0.1118151951820715,circuit simulation problem,607235,18.533,https://sparse.tamu.edu/MM/Rajat/rajat25.tar.gz
Rajat,rajat28,87190,87190,606489,1,0,0,0,0.9906572831072957,0.1072533437604223,circuit simulation problem,607235,18.533,https://sparse.tamu.edu/MM/Rajat/rajat28.tar.gz
TSOPF,TSOPF_FS_b162_c1,10798,10798,608540,1,0,0,0,1.0,1.0,power network problem,608540,18.573,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b162_c1.tar.gz
TSOPF,TSOPF_RS_b162_c3,15374,15374,610299,1,0,0,0,0.02683526094131803,0.0008133934303355415,power network problem,610299,18.627,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b162_c3.tar.gz
ML_Graph,k49_norm_10NN,38547,38547,618158,1,0,0,0,1.0,1.0,undirected weighted graph,618158,18.867,https://sparse.tamu.edu/MM/ML_Graph/k49_norm_10NN.tar.gz
HB,bcsstk29,13992,13992,619488,1,1,1,0,1.0,1.0,structural problem,619488,18.907,https://sparse.tamu.edu/MM/HB/bcsstk29.tar.gz
GHS_indef,c-69,67458,67458,623914,1,0,0,0,1.0,1.0,optimization problem,623970,19.044,https://sparse.tamu.edu/MM/GHS_indef/c-69.tar.gz
DIMACS10,nd2010,133769,133769,625946,1,0,0,0,1.0,1.0,undirected weighted graph,625946,19.104,https://sparse.tamu.edu/MM/DIMACS10/nd2010.tar.gz
Nemeth,nemeth17,9506,9506,629620,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,629620,19.216,https://sparse.tamu.edu/MM/Nemeth/nemeth17.tar.gz
DIMACS10,mt2010,132288,132288,638668,1,0,0,0,1.0,1.0,undirected weighted graph,638668,19.493,https://sparse.tamu.edu/MM/DIMACS10/mt2010.tar.gz
GHS_indef,blockqp1,60012,60012,640033,1,0,0,0,1.0,1.0,optimization problem,640033,19.534,https://sparse.tamu.edu/MM/GHS_indef/blockqp1.tar.gz
Hollinger,g7jac180,53370,53370,641290,1,0,0,0,0.03258366406977314,0.0,economic problem,747276,22.807,https://sparse.tamu.edu/MM/Hollinger/g7jac180.tar.gz
Hollinger,g7jac180sc,53370,53370,641290,1,0,0,0,0.03258366406977314,0.0,economic problem,747276,22.807,https://sparse.tamu.edu/MM/Hollinger/g7jac180sc.tar.gz
GHS_indef,c-70,68924,68924,658986,1,0,0,0,1.0,1.0,optimization problem,658986,20.113,https://sparse.tamu.edu/MM/GHS_indef/c-70.tar.gz
DIMACS10,wv2010,135218,135218,662922,1,0,0,0,1.0,1.0,undirected weighted graph,662922,20.233,https://sparse.tamu.edu/MM/DIMACS10/wv2010.tar.gz
VanVelzen,Zd_Jac6_db,22835,22835,663643,1,0,0,0,0.3245527521504101,3.121059662176502e-06,chemical process simulation problem,663643,20.255,https://sparse.tamu.edu/MM/VanVelzen/Zd_Jac6_db.tar.gz
VanVelzen,Zd_Jac2_db,22835,22835,676439,1,0,0,0,0.3038965489807284,3.059956793410077e-06,chemical process simulation problem,676439,20.645,https://sparse.tamu.edu/MM/VanVelzen/Zd_Jac2_db.tar.gz
TKK,cbuckle,13681,13681,676515,1,0,1,1,1.0,1.0,structural problem,676515,20.648,https://sparse.tamu.edu/MM/TKK/cbuckle.tar.gz
Andrianov,ex3sta1,16782,16782,678998,1,1,0,0,1.0,1.0,optimization problem,678998,20.723,https://sparse.tamu.edu/MM/Andrianov/ex3sta1.tar.gz
TSOPF,TSOPF_RS_b39_c19,38098,38098,684206,1,0,0,0,0.05914025923776359,0.0001300058038305281,power network problem,684206,20.882,https://sparse.tamu.edu/MM/TSOPF/TSOPF_RS_b39_c19.tar.gz
DIMACS10,rgg_n_2_16_s0,65536,65536,684254,1,1,0,0,1.0,1.0,undirected random graph,684254,20.884,https://sparse.tamu.edu/MM/DIMACS10/rgg_n_2_16_s0.tar.gz
Nemeth,nemeth18,9506,9506,695234,1,0,0,0,1.0,1.0,subsequent theoretical/quantum chemistry problem,695234,21.219,https://sparse.tamu.edu/MM/Nemeth/nemeth18.tar.gz
DIMACS10,md2010,145247,145247,700378,1,0,0,0,1.0,1.0,undirected weighted graph,700378,21.376,https://sparse.tamu.edu/MM/DIMACS10/md2010.tar.gz
GHS_indef,c-72,84064,84064,707546,1,0,0,0,1.0,1.0,optimization problem,707558,21.595,https://sparse.tamu.edu/MM/GHS_indef/c-72.tar.gz
Schenk_IBMNA,c-64b,51035,51035,707601,1,0,0,0,1.0,1.0,subsequent optimization problem,717841,21.909,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-64b.tar.gz
Schenk_IBMNA,c-64,51035,51035,707985,1,0,0,0,1.0,1.0,optimization problem sequence,717841,21.909,https://sparse.tamu.edu/MM/Schenk_IBMNA/c-64.tar.gz
Botonakis,thermomech_TC,102158,102158,711558,1,0,1,1,1.0,1.0,thermal problem,711558,21.717,https://sparse.tamu.edu/MM/Botonakis/thermomech_TC.tar.gz
Botonakis,thermomech_TK,102158,102158,711558,1,0,1,1,1.0,1.0,thermal problem,711558,21.717,https://sparse.tamu.edu/MM/Botonakis/thermomech_TK.tar.gz
VanVelzen,Zd_Jac3_db,22835,22835,713907,1,0,0,0,0.3299540424152621,2.894054454528616e-06,chemical process simulation problem,713907,21.789,https://sparse.tamu.edu/MM/VanVelzen/Zd_Jac3_db.tar.gz
TKK,cyl6,13681,13681,714241,1,0,1,0,1.0,1.0,structural problem,714241,21.799,https://sparse.tamu.edu/MM/TKK/cyl6.tar.gz
ACUSIM,Pres_Poisson,14822,14822,715804,1,0,1,1,1.0,1.0,computational fluid dynamics problem,715804,21.847,https://sparse.tamu.edu/MM/ACUSIM/Pres_Poisson.tar.gz
Hollinger,g7jac200,59310,59310,717620,1,0,0,0,0.03227480202305086,0.0,economic problem,837936,25.574,https://sparse.tamu.edu/MM/Hollinger/g7jac200.tar.gz
Hollinger,g7jac200sc,59310,59310,717620,1,0,0,0,0.03227480202305086,0.0,economic problem,837936,25.574,https://sparse.tamu.edu/MM/Hollinger/g7jac200sc.tar.gz
Nemeth,nemeth01,9506,9506,725054,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem sequence,725054,22.129,https://sparse.tamu.edu/MM/Nemeth/nemeth01.tar.gz
Andrianov,pf2177,9728,9728,725144,1,1,0,0,1.0,1.0,optimization problem,725144,22.132,https://sparse.tamu.edu/MM/Andrianov/pf2177.tar.gz
AMD,G2_circuit,150102,150102,726674,1,0,0,1,1.0,1.0,circuit simulation problem,726674,22.178,https://sparse.tamu.edu/MM/AMD/G2_circuit.tar.gz
DIMACS10,id2010,149842,149842,728264,1,0,0,0,1.0,1.0,undirected weighted graph,728264,22.227,https://sparse.tamu.edu/MM/DIMACS10/id2010.tar.gz
TSOPF,TSOPF_FS_b39_c7,28216,28216,730080,1,0,0,0,1.0,1.0,power network problem,730080,22.282,https://sparse.tamu.edu/MM/TSOPF/TSOPF_FS_b39_c7.tar.gz
AG-Monien,brack2,62631,62631,733118,1,1,1,0,1.0,1.0,2D/3D problem,733118,22.375,https://sparse.tamu.edu/MM/AG-Monien/brack2.tar.gz
PARSEC,Si5H12,19896,19896,738598,1,0,0,0,1.0,1.0,theoretical/quantum chemistry problem,738598,22.542,https://sparse.tamu.edu/MM/PARSEC/Si5H12.tar.gz
GHS_indef,olesnik0,88263,88263,744216,1,0,1,0,1.0,1.0,2D/3D problem,744216,22.714,https://sparse.tamu.edu/MM/GHS_indef/olesnik0.tar.gz
